TOKEN_ID,TOKEN_NAME,Color,Meka Type,Helmet,Eyes,Mask,Jaws,Arms,Chest,Colors,Weapon,Material,Legendary
4196,Meka #4196,Blue Grey,Mirage,MI Racer,MI Aqua Eye,MI Kaiman,MI WS-2,MI Racer A2,MI Racer C2,3.0,,,
4197,Meka #4197,Blurple,Gādian,GAI Bastion,Red Hexa,GAI Bastion M2,GAI Jingasa J1,GAI Jingasa A2,GAI Sōhei C2,4.0,,,
4198,Meka #4198,,Mirage,MI Sonar,MI Pink Visor,MI Racer M2,MI Sonar J2,MI Sonic A1,MI Radar C1,0.0,,Fire,
4199,Meka #4199,Blood Red,Mirage,MI Racer,MI Red Visor,MI Racer M1,MI WS-2,MI Racer A2,MI Racer C1,4.0,,,
4200,Meka #4200,Sky Blue,Mirage,MI Eagle,MI Aqua Eye,MI Racer M1,MI Racer W2,MI Racer A1,MI Racer C2,3.0,,,
4201,Meka #4201,Pastel Blue,Mirage,MI Racer H2,MI Aqua Eye,MI Racer M1,MI Racer W1,MI Racer A2,MI Radar C1,3.0,,,
4202,Meka #4202,Grey,F9,F9 Spikes,F9 Green E7,F9 Bastion M1,F9 Assault,F9 Jingasa A1,F9 Bastion C1,3.0,,,
4203,Meka #4203,Dark Grey,Mirage,MI Radar,MI Aqua Eye,MI Sonic M1,MI Racer W2,MI Racer A1,MI Racer C2,4.0,,,
4204,Meka #4204,Sky Blue,Mirage,MI Racer,MI Pink Visor,MI Racer M2,MI Racer W1,MI Racer A1,MI Racer C1,3.0,,,
4205,Meka #4205,Red,Gādian,GAI Jingasa H1,Green Circle,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A2,GAI Sōhei C1,4.0,,,
4206,Meka #4206,Red,Gādian,GAI Bastion,Pink Delta,GAI Jingasa M2,Bastion J2,GAI Jingasa A2,GAI Sōhei C1,3.0,,,
4207,Meka #4207,,OG Meka,OG Quartz Heavy,OG Violet E1,OG Last Breath,OG Trooper S1,OG Squadron 3,OG Trooper C1,0.0,,Fire,
4208,Meka #4208,Pastel Blue,OG Meka,OG Oblong Elite,OG Rose E1,OG Pain,OG Trooper S2,OG Squadron 3,OG Heavy C2,3.0,OG Solid Blade x2,,
4209,Meka #4209,Red,OG Meka,OG Delta Elite,OG Green E21,OG Trooper M2,OG Trooper S2,OG Trooper A2,OG Trooper C2,3.0,,,
4210,Meka #4210,,Mirage,MI Racer H2,MI Aqua Eye,MI Racer M2,MI WS-1,MI Sonic A1,MI Radar C1,0.0,,Camo blue,
4211,Meka #4211,Blue Grey,OG Meka,OG Radiant Trooper,OG Blue E4,OG Monkey R-9,OG Sabotage S3,OG Trooper A1,OG Trooper C2,3.0,,,
4212,Meka #4212,Camo Green,OG Meka,OG Darya Trooper,OG Rose E1,OG Knight,OG Sabotage S3,OG Trooper A1,OG Heavy C2,2.0,,,
4213,Meka #4213,Blood Red,Gādian,GAI Tetra H1,Pink Circle,GAI Bastion M1,GAI Jingasa J1,GAI Jingasa A1,GAI Jingasa C1,2.0,,,
4214,Meka #4214,Black,Gādian,GAI Tetra H2,Pink Delta,GAI Jingasa M2,Brachyura,GAI Jingasa A2,GAI Jingasa C1,1.0,,Silver Helmet,
4215,Meka #4215,Blood Red,OG Meka,OG Quartz Heavy,OG Rose E1,OG Monkey R-7,OG Sabotage S7,OG Trooper A2,OG Trooper C1,4.0,OG Omega,,
4216,Meka #4216,,OG Meka,OG Quartz Heavy,OG Pink E0,OG Mantis,OG Assault jaw,OG Trooper A2,OG Heavy C1,0.0,,Camo green,
4217,Meka #4217,Blurple,OG Meka,OG Delta Trooper,OG Violet E1,OG Trooper M2,OG Assault jaw,OG Trooper A2,OG Trooper C1,4.0,,,
4218,Meka #4218,Sky Blue,OG Meka,OG Radiant Trooper,OG Rose E1,OG Sphere,OG Trooper S2,OG Trooper A1,OG Trooper C1,4.0,,,
4219,Meka #4219,Red,Mirage,MI SB-4,MI White Visor,MI Radar M1,MI Falcon W1,MI Racer A2,MI Radar C1,3.0,,,
4220,Meka #4220,Blue Grey,Mirage,MI Racer,MI Pink Visor,MI Racer M1,MI Radar W1,MI Racer A1,MI Racer C1,3.0,,,
4221,Meka #4221,Orange,Mirage,MI Sonar,MI Pink Visor,MI Racer M1,MI Sonic J2,MI Radar A1,MI Racer C1,4.0,,,
4222,Meka #4222,Orange,OG Meka,OG Delta Trooper,OG Green E7,OG Trooper M1,OG Trooper S1,OG Squadron 3,OG Heavy C1,4.0,,,
4223,Meka #4223,,OG Meka,OG Delta Elite,OG Rose E1,OG Sphere,OG Rocket jaw,OG Trooper A2,OG Trooper C1,0.0,,Camo blue,
4224,Meka #4224,Pastel Blue,OG Meka,OG Radiant Heavy,OG Blue E4,OG Trooper M1,OG Trooper S1,OG Solid Tank,OG Trooper C2,4.0,,,
4225,Meka #4225,Orange,OG Meka,OG Delta Trooper,OG Blue E4,OG Trooper M1,OG Assault jaw,OG Trooper A1,OG Trooper C1,5.0,,,
4226,Meka #4226,Pink,Mirage,MI Racer H2,MI Pink Visor,MI Radar M1,MI Sonar J2,MI Radar A1,MI Racer C1,4.0,Mi Wing blade x2,,
4227,Meka #4227,Blue Grey,OG Meka,OG Rombus Trooper,OG Blue E4,OG Trooper M1,OG Trooper S1,OG Solid Tank,OG Trooper C1,3.0,,,
4228,Meka #4228,Blurple,Mirage,MI Racer,MI White Visor,MI Racer M1,MI Racer W2,MI Racer A1,MI Racer C1,4.0,,,
4229,Meka #4229,Dark Grey,OG Meka,OG Darya Trooper,OG Rose E1,OG Last Breath,OG Trooper S2,OG Solid Tank,OG Trooper C1,4.0,,,
4230,Meka #4230,Aqua Lite,OG Meka,OG Darya Master,OG Pink E0,OG Trooper M1,OG Trooper S1,OG Trooper A2,OG Trooper C1,3.0,,,
4231,Meka #4231,Blurple,OG Meka,OG Rombus Trooper,OG Rose E1,OG Trooper M2,OG Sabotage S7,OG Squadron 3,OG Trooper C1,4.0,,,
4232,Meka #4232,Dark Grey,Gādian,GAI Jingasa H1,Pink Delta,GAI Ukiyo-E,GAI Jingasa J1,GAI Youma,GAI Jingasa C1,4.0,,,
4233,Meka #4233,Blood Red,OG Meka,OG Darya Trooper,OG Rose E1,OG Trooper M1,OG Rocket jaw,OG Trooper A2,OG Trooper C1,4.0,OG Thunder Gun,,
4234,Meka #4234,Pink,Gādian,GAI Tetra H1,Pink Delta,GAI Bastion M1,GAI Jingasa J1,GAI Youma,GAI Youma,4.0,GAI Katana,,
4235,Meka #4235,,OG Meka,OG Oblong Elite,OG Rose E1,OG Sphere,OG Trooper S2,OG Trooper A2,OG Trooper C1,0.0,,Camo blue,
4236,Meka #4236,Dark Grey,Mirage,MI Racer,MI Pink Visor,MI Racer M2,MI WS-1,MI Radar A1,MI Racer C2,3.0,,,
4237,Meka #4237,Pastel Blue,Mirage,MI Racer,MI Aqua Eye,MI Racer M1,MI WS-2,MI Racer A2,MI Racer C1,3.0,Mi Spectral blade,,
4238,Meka #4238,Blurple,Gādian,GAI Bastion,Pink Delta,GAI Bastion M1,GAI Jingasa J1,GAI Jingasa A2,GAI Sōhei C2,4.0,,,
4239,Meka #4239,Red,OG Meka,OG Delta Trooper,OG White E13,OG Trooper M1,OG Trooper S1,OG Trooper A1,OG Trooper C1,3.0,,,
4240,Meka #4240,Pink,OG Meka,OG Delta Trooper,OG Blue E4,OG Trooper M2,OG Sabotage S3,OG Solid Tank,OG Trooper C2,3.0,,,
4241,Meka #4241,,F9,F9 Ronin H1,F9 Red E21,F9 Heavy,F9 Assault,F9 Bastion,F9 Bastion C1,0.0,,Camo green,
4242,Meka #4242,White,Mirage,MI Racer,MI Pink Visor,MI Falcon M0,MI Racer W1,MI Radar A1,MI Racer C1,3.0,,,
4243,Meka #4243,Pastel Blue,OG Meka,OG Delta Trooper,OG Violet E1,OG Trooper M1,OG Trooper S2,OG Trooper A1,OG Trooper C1,4.0,,,
4244,Meka #4244,Red,OG Meka,OG Darya Heavy,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Solid Tank,OG Heavy C2,4.0,,,
4245,Meka #4245,Pastel Blue,Gādian,GAI Jingasa H1,Pink Delta,GAI Bastion M1,Bastion J2,GAI Yasuke,GAI Youma,3.0,GAI Katana x2,,
4246,Meka #4246,Aqua Lite,Gādian,GAI Bastion,Pink Delta,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A1,GAI Jingasa C1,3.0,,Silver Helmet,
4247,Meka #4247,Red,Mirage,MI Radar,MI Aqua Eye,MI Racer M1,MI Racer W1,MI Radar A1,MI Radar C1,3.0,MI Rockets,,
4248,Meka #4248,Red,Gādian,GAI Citadel,White Square,GAI Jingasa M2,Brachyura,GAI Youma,GAI Sōhei C1,3.0,,,
4249,Meka #4249,Pastel Blue,Mirage,MI Falcon H0,MI Pink Visor,MI Racer M1,MI Sonar J2,MI Sonic A1,MI Radar C1,3.0,Mi Utopia,,
4250,Meka #4250,Light Green,F9,F9 Kagen,F9 Green E4,F9 Heavy,F9 Assault,F9 Samourai A0,F9 Fortress C2,3.0,,,
4251,Meka #4251,Blood Red,OG Meka,OG Delta Trooper,OG Pink E0,OG Sphere,OG Trooper S2,OG Trooper A1,OG Trooper C1,3.0,,,
4252,Meka #4252,Orange,OG Meka,OG Darya Trooper,OG Blue E4,OG Filter,OG Sabotage S3,OG Trooper A1,OG Trooper C1,4.0,,,
4253,Meka #4253,Pink,Gādian,GAI Janjin H2,Pink Delta,GAI Jingasa M1,GAI Jingasa J1,GAI Yasuke,GAI Youma,3.0,,,
4254,Meka #4254,Red,OG Meka,OG Darya Elite,OG Rose E1,OG Trooper M1,OG Sabotage S3,OG Solid Tank,OG Trooper C1,4.0,,,
4255,Meka #4255,Blurple,OG Meka,OG Darya Elite,OG Rose E1,OG Sphere,OG Trooper S1,OG Squadron 3,OG Trooper C1,3.0,,,
4256,Meka #4256,Blood Red,OG Meka,OG Delta Trooper,OG Rose E1,OG Heavy,OG Trooper S1,OG Trooper A1,OG Heavy C1,4.0,OG Cannons,,
4257,Meka #4257,Blue Grey,OG Meka,OG Delta Elite,OG Blue E4,OG Filter,OG Assault jaw,OG Trooper A2,OG Trooper C1,3.0,,,
4258,Meka #4258,Orange,F9,F9 Spikes,F9 Green E7,F9 Jingasa M2,F9 Assault,F9 Samourai A1,F9 Fortress C1,4.0,,,
4259,Meka #4259,Aqua Lite,Gādian,GAI Tetra H1,Pink Delta,GAI Jingasa M1,GAI Jingasa J1,GAI Sōhei A1,GAI Jingasa C1,3.0,GAI Katana x2,,
4260,Meka #4260,Aqua Lite,Gādian,GAI Jingasa H1,Pink Delta,GAI Jingasa M1,Brachyura,GAI Jingasa A1,GAI Jingasa C1,3.0,,,
4261,Meka #4261,Red,Mirage,MI Racer H2,MI Pink Visor,MI Salamender,MI WS-1,MI Radar A1,MI Radar C1,3.0,MI Rockets X,,
4262,Meka #4262,Blood Red,F9,F9 Spikes,F9 Red E21,F9 Jingasa M2,F9 Assault,F9 Samourai A1,F9 Bastion C1,4.0,,,
4263,Meka #4263,Red,OG Meka,OG Darya Trooper,OG Rose E1,OG Filter,OG Sabotage S3,OG Trooper A1,OG Trooper C1,3.0,OG Gatling Gun,,
4264,Meka #4264,Sky Blue,OG Meka,OG Quartz Trooper,OG Rose E1,OG Trooper M2,OG Trooper S1,OG Squadron 4,OG Trooper C2,5.0,,,
4265,Meka #4265,Pastel Blue,F9,F9 Spikes,F9 Green E21,F9 Bastion M1,F9 Assault,F9 Jingasa A1,F9 Bastion C1,3.0,,,
4266,Meka #4266,Orange,Mirage,MI Racer H2,MI Aqua Eye,MI Racer M1,MI Racer W1,MI Racer A1,MI Racer C1,4.0,MI Ray guns,,
4267,Meka #4267,Blue Grey,OG Meka,OG Quartz Heavy,OG Rose E1,OG Trooper M1,OG Sabotage S3,OG Squadron 3,OG Heavy C1,3.0,OG Dawn Sword,,
4268,Meka #4268,Camo Green,OG Meka,OG Delta Elite,OG Violet E1,OG Sphere,OG Trooper S1,OG Trooper A2,OG Trooper C1,3.0,,,
4269,Meka #4269,Pink,OG Meka,OG Delta Trooper,OG Blue E4,OG Trooper M2,OG Assault jaw,OG Solid Tank,OG Trooper C1,3.0,,,
4270,Meka #4270,Aqua Lite,Mirage,MI Racer H2,MI Aqua Eye,MI Racer M1,MI Racer W2,MI Racer A1,MI Racer C1,3.0,,,
4271,Meka #4271,Blurple,OG Meka,OG Darya Trooper,OG Rose E1,OG Trooper M2,OG Trooper S1,OG Trooper A1,OG Trooper C1,3.0,OG Cannons,Gold Weapon,
4272,Meka #4272,Blurple,Gādian,GAI Bastion,White Circle,GAI Youma,GAI Jingasa J1,GAI Jingasa A1,GAI Sōhei C1,4.0,,Silver Helmet,
4273,Meka #4273,White,Mirage,MI Racer H2,MI Pink Visor,MI Racer M1,MI Sonar J2,MI Radar A1,MI Racer C1,3.0,,,
4274,Meka #4274,Red,F9,F9 Ronin H1,F9 Red E21,F9 Bastion M2,F9 Brackyura,F9 Jingasa A2,F9 Fortress C1,3.0,,,
4275,Meka #4275,Dark Grey,OG Meka,OG Darya Trooper,OG Rose E1,OG Sphere,OG Sabotage S3,OG Solid Tank,OG Trooper C1,4.0,,,
4276,Meka #4276,Dark Grey,OG Meka,OG Rombus Elite,OG Violet E1,OG Trooper M2,OG Trooper S1,OG Squadron 3,OG Trooper C1,2.0,,,
4277,Meka #4277,White,F9,F9 Loop,F9 Green E21,F9 Heavy,F9 Brackyura,F9 Jingasa A1,F9 Bastion C1,2.0,GAI Tessen x2,,
4278,Meka #4278,Red,Gādian,GAI Janjin H2,Pink Delta,GAI Bastion M2,GAI Jingasa J1,GAI Jingasa A1,GAI Jingasa C1,4.0,GAI Katana x2,,
4279,Meka #4279,Aqua Lite,Gādian,GAI Bastion,Pink Delta,GAI Jingasa M1,GAI Jingasa J1,GAI Yasuke,GAI Jingasa C1,3.0,,,
4280,Meka #4280,Orange,OG Meka,OG Radiant Trooper,OG Rose E1,OG Last Breath,OG Sabotage S3,OG Trooper A1,OG Heavy C1,5.0,OG Smiley K1,,
4281,Meka #4281,Aqua Lite,F9,F9 Ronin H2,F9 Green E4,F9 Knight,F9 Assault,F9 Jingasa A1,F9 Bastion C1,4.0,GAI Enten,,
4282,Meka #4282,Aqua Lite,Gādian,GAI Janjin H1,Pink Circle,GAI Bastion M1,Bastion J2,GAI Jingasa A1,GAI Sōhei C2,3.0,,,
4283,Meka #4283,Blue Grey,OG Meka,OG Radiant Heavy,OG Violet E1,OG Trooper M1,OG Trooper S2,OG Trooper A1,OG Trooper C1,3.0,OG Cannons,,
4284,Meka #4284,Blood Red,OG Meka,OG Rombus Trooper,OG Violet E1,OG Trooper M1,OG Assault jaw,OG Trooper A2,OG Trooper C2,4.0,,,
4285,Meka #4285,Blood Red,Mirage,MI Falcon H0,MI Pink Visor,MI Racer M1,MI WS-1,MI Racer A2,MI Racer C2,3.0,Mi Spectral blade,,
4286,Meka #4286,Blurple,Mirage,MI Radar,MI Pink Visor,MI Racer M1,MI Racer W1,MI Racer A1,MI Racer C1,4.0,,,
4287,Meka #4287,Blood Red,OG Meka,OG Delta Trooper,OG Violet E1,OG Trooper M1,OG Trooper S1,OG Trooper A1,OG Heavy C2,3.0,,,
4288,Meka #4288,Pink,OG Meka,OG Darya Trooper,OG Violet E1,OG Trooper M1,OG Sabotage S3,OG Trooper A2,OG Heavy C2,3.0,OG Cannons,,
4289,Meka #4289,Red,OG Meka,OG Darya Elite,OG Violet E1,OG Trooper M2,OG Trooper S1,OG Solid Tank,OG Trooper C1,4.0,,,
4290,Meka #4290,Pastel Blue,Gādian,GAI Jingasa H1,Red Square,GAI Youma,GAI Jingasa J1,GAI Jingasa A1,GAI Sōhei C2,4.0,,,
4291,Meka #4291,Pink,Mirage,MI Racer H2,MI Pink Visor,MI Racer M1,MI Sonic J2,MI Racer A1,MI Racer C1,4.0,MI Rockets,Silver Weapon,
4292,Meka #4292,Aqua Lite,OG Meka,OG Delta Trooper,OG Rose E1,OG Trooper M1,OG Trooper S2,OG Trooper A1,OG Trooper C2,4.0,,,
4293,Meka #4293,Pastel Blue,OG Meka,OG Delta Elite,OG Rose E1,OG Monkey R-9,OG Trooper S1,OG Trooper A1,OG Heavy C1,3.0,,Gold Helmet,
4294,Meka #4294,Blue Grey,OG Meka,OG Radiant Trooper,OG Green E21,OG Heavy,OG Rocket jaw,OG Trooper A1,OG Trooper C1,4.0,OG Gatling Gun,,
4295,Meka #4295,Blurple,OG Meka,OG Delta Trooper,OG Violet E1,OG Heavy,OG Assault jaw,OG Trooper A1,OG Trooper C2,4.0,,,
4296,Meka #4296,Blood Red,OG Meka,OG Darya Trooper,OG Rose E1,OG Heavy,OG Sabotage S3,OG Trooper A1,OG Heavy C1,3.0,,,
4297,Meka #4297,Blue Grey,OG Meka,OG Delta Heavy,OG White E13,OG Sphere,OG Trooper S2,OG Trooper A1,OG Trooper C1,3.0,OG Smiley K1,Gold Weapon,
4298,Meka #4298,Aqua Lite,OG Meka,OG Delta Heavy,OG Violet E1,OG Trooper M1,OG Trooper S1,OG Solid Tank,OG Trooper C1,4.0,,,
4299,Meka #4299,Red,OG Meka,OG Delta Trooper,OG Rose E1,OG Filter,OG Trooper S1,OG Trooper A2,OG Heavy C1,3.0,,,
4300,Meka #4300,Dark Grey,OG Meka,OG Delta Trooper,OG Rose E1,OG Pain,OG Trooper S1,OG Solid Tank,OG Heavy C1,3.0,,,
4301,Meka #4301,Red,F9,F9 Spikes,F9 Green E21,F9 Heavy,F9 Assault,F9 Jingasa A1,F9 Bastion C1,3.0,,,
4302,Meka #4302,,Gādian,GAI Youma H1,Pink Delta,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A2,GAI Jingasa C1,0.0,GAI Kochi,Carbon,
4303,Meka #4303,Grey,OG Meka,OG Darya Trooper,OG Red E0,OG Trooper M1,OG Trooper S1,OG Trooper A1,OG Heavy C1,3.0,,,
4304,Meka #4304,,OG Meka,OG Delta Elite,OG Pink E0,OG Sphere,OG Rocket jaw,OG Metal spike,OG Trooper C1,0.0,,Camo green,
4305,Meka #4305,Dark Grey,OG Meka,OG Darya Elite,OG Violet E1,OG Filter,OG Trooper S1,OG Solid Tank,OG Trooper C2,3.0,,,
4306,Meka #4306,,F9,F9 Kagen,F9 Green E4,F9 Monkey,F9 Assault,F9 Jingasa A2,F9 Bastion C1,0.0,,Camo green,
4307,Meka #4307,Dark Grey,Gādian,GAI Janjin H2,Pink Delta,GAI Jingasa M2,GAI Jingasa J1,GAI Youma,GAI Sōhei C2,4.0,GAI Katana,,
4308,Meka #4308,Blood Red,OG Meka,OG Darya Elite,OG Rose E1,OG Trooper M2,OG Trooper S1,OG Squadron 4,OG Trooper C1,4.0,,Gold Helmet,
4309,Meka #4309,Pink,OG Meka,OG Darya Trooper,OG Rose E1,OG Sphere,OG Trooper S2,OG Trooper A2,OG Trooper C1,3.0,,,
4310,Meka #4310,Red,Gādian,GAI Jingasa H1,Pink Circle,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A1,GAI Jingasa C1,3.0,,,
4311,Meka #4311,White,OG Meka,OG Quartz Heavy,OG Blue E4,OG Monkey R-7,OG Trooper S1,OG Trooper A2,OG Trooper C1,3.0,OG Gatling Gun,,
4312,Meka #4312,Blue,OG Meka,OG Delta Elite,OG Rose E1,OG Knight,OG Trooper S2,OG Trooper A2,OG Trooper C1,2.0,,,
4313,Meka #4313,Blue Grey,Gādian,GAI Jingasa H1,White Circle,GAI Jingasa M1,Bastion J1,GAI Sōhei A1,GAI Sōhei C2,3.0,GAI Enten,,
4314,Meka #4314,Red,Mirage,MI Sonar,MI Aqua Eye,MI Salamender,MI Racer W2,MI Racer A1,MI Racer C1,3.0,MI Rockets X,,
4315,Meka #4315,Blurple,OG Meka,OG Radiant Trooper,OG Blue E4,OG Monkey R-7,OG Trooper S2,OG Trooper A2,OG Heavy C1,4.0,,,
4316,Meka #4316,Light Green,OG Meka,OG Delta Elite,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Trooper A2,OG Trooper C2,3.0,,,
4317,Meka #4317,Pastel Blue,Mirage,MI Radar,MI Aqua Eye,MI Racer M2,MI Racer W2,MI Racer A1,MI Radar C1,3.0,,,
4318,Meka #4318,Sky Blue,F9,F9 Spikes,F9 Green E7,F9 Jingasa M2,F9 Assault,F9 Jingasa A2,F9 Fortress C1,4.0,,,
4319,Meka #4319,Light Green,Mirage,MI Eagle,MI Aqua Eye,MI Racer M1,MI Sonar J2,MI Racer A2,MI Racer C1,3.0,,,
4320,Meka #4320,Aqua Lite,Gādian,GAI Jingasa H1,White Circle,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A1,GAI Sōhei C1,3.0,,,
4321,Meka #4321,,OG Meka,OG Quartz Heavy,OG Rose E1,OG Heavy,OG Trooper S1,OG Trooper A2,OG Trooper C1,0.0,,Ghost,
4322,Meka #4322,Pastel Blue,OG Meka,OG Darya Elite,OG Blue E4,OG Monkey R-7,OG Sabotage S7,OG Trooper A2,OG Heavy C1,3.0,,,
4323,Meka #4323,White,Gādian,GAI Bastion,Red Square,GAI Bastion M1,Bastion J1,GAI Jingasa A2,GAI Sōhei C1,2.0,,,
4324,Meka #4324,Blue Grey,F9,F9 Spikes,F9 Green E7,F9 Jingasa M2,F9 Assault,F9 Bastion,F9 Bastion C1,3.0,,Gold Helmet,
4325,Meka #4325,Blood Red,OG Meka,OG Delta Elite,OG Rose E1,OG Filter,OG Sabotage S3,OG Solid Tank,OG Trooper C1,4.0,,,
4326,Meka #4326,,F9,F9 Ronin H1,F9 Green E4,F9 Knight,F9 Brackyura,F9 Samourai A0,F9 Bastion C1,0.0,,Camo green,
4327,Meka #4327,White,OG Meka,OG Delta Elite,OG Green E21,OG Mantis,OG Trooper S1,OG Squadron 3,OG Heavy C1,2.0,,,
4328,Meka #4328,,OG Meka,OG Quartz Master,OG Rose E1,OG Monkey R-9,OG Trooper S2,OG Metal spike,OG Trooper C1,0.0,,Camo blue,
4329,Meka #4329,Red,Gādian,GAI Jingasa H1,Pink Delta,GAI Ukiyo-E,Bastion J1,GAI Jingasa A1,GAI Jingasa C1,3.0,GAI Kochi,Silver Weapon,
4330,Meka #4330,Light Green,OG Meka,OG Darya Trooper,OG Pink E0,OG Trooper M2,OG Trooper S1,OG Trooper A1,OG Heavy C2,2.0,,,
4331,Meka #4331,Blue Grey,OG Meka,OG Quartz Trooper,OG Rose E1,OG Filter,OG Trooper S1,OG Trooper A1,OG Heavy C1,4.0,,,
4332,Meka #4332,Blue Grey,Gādian,GAI Janjin H1,Green Circle,GAI Bastion M1,GAI Jingasa J1,GAI Jingasa A2,GAI Jingasa C1,3.0,,,
4333,Meka #4333,Aqua Lite,OG Meka,OG Darya Trooper,OG Violet E1,OG Sphere,OG Trooper S2,OG Trooper A1,OG Trooper C1,3.0,,,
4334,Meka #4334,Red,Mirage,MI Racer H2,MI Pink Visor,MI Racer M1,MI Sonic J1,MI Racer A2,MI Radar C1,3.0,,,
4335,Meka #4335,Pink,Gādian,GAI Jingasa H2,Pink Delta,GAI Jingasa M1,Bastion J1,GAI Youma,GAI Sōhei C1,3.0,,,
4336,Meka #4336,Light Green,F9,F9 Loop,F9 Green E4,F9 Bastion M2,F9 Assault,F9 Jingasa A1,F9 Bastion C1,3.0,,,
4337,Meka #4337,Red,OG Meka,OG Delta Trooper,OG Rose E1,OG Mantis,OG Trooper S2,OG Trooper A2,OG Trooper C1,3.0,,,
4338,Meka #4338,Blood Red,OG Meka,OG Delta Elite,OG Violet E1,OG Trooper M1,OG Trooper S2,OG Trooper A1,OG Trooper C1,3.0,,Gold Helmet,
4339,Meka #4339,Sky Blue,OG Meka,OG Darya Heavy,OG Blue E4,OG Trooper M1,OG Assault jaw,OG Trooper A1,OG Trooper C1,3.0,OG Cannons,,
4340,Meka #4340,Orange,OG Meka,OG Delta Heavy,OG Violet E1,OG Pain,OG Trooper S1,OG Trooper A2,OG Heavy C2,4.0,,,
4341,Meka #4341,Pink,Gādian,GAI Bastion,Pink Circle,GAI Bastion M1,GAI Jingasa J1,GAI Jingasa A2,GAI Sōhei C2,4.0,,,
4342,Meka #4342,Dark Grey,OG Meka,OG Rombus Trooper,OG Rose E1,OG Trooper M1,OG Assault jaw,OG Trooper A2,OG Trooper C1,4.0,,,
4343,Meka #4343,Blood Red,Gādian,GAI Janjin H1,Pink Circle,GAI Bastion M1,GAI Jingasa J1,GAI Jingasa A1,GAI Sōhei C2,3.0,,,
4344,Meka #4344,Orange,Mirage,MI Racer H2,MI Aqua Eye,MI Kaiman,MI Falcon W0,MI Radar A1,MI Sonic C1,4.0,MI Rockets X,,
4345,Meka #4345,Red,Mirage,MI Racer,MI Pink Visor,MI Racer M2,MI Racer W1,MI Racer A1,MI Racer C2,4.0,MI Ray guns,,
4346,Meka #4346,Red,OG Meka,OG Delta Elite,OG Green E21,OG Knight,OG Rocket jaw,OG Trooper A2,OG Heavy C2,3.0,,,
4347,Meka #4347,Camo Green,OG Meka,OG Quartz Heavy,OG Rose E1,OG Sphere,OG Trooper S2,OG Solid Tank,OG Trooper C1,2.0,OG Solid Blade,,
4348,Meka #4348,Aqua Lite,Mirage,MI Racer,MI Pink Visor,MI Radar M1,MI Radar W1,MI Racer A1,MI Racer C2,4.0,,,
4349,Meka #4349,Aqua Lite,OG Meka,OG Radiant Trooper,OG Violet E1,OG Trooper M2,OG Trooper S1,OG Trooper A1,OG Heavy C1,4.0,,,
4350,Meka #4350,Sky Blue,OG Meka,OG Delta Elite,OG Rose E1,OG Trooper M1,OG Trooper S1,OG Squadron 3,OG Trooper C1,4.0,,,
4351,Meka #4351,Pastel Blue,OG Meka,OG Delta Trooper,OG Rose E1,OG Trooper M2,OG Trooper S1,OG Trooper A1,OG Trooper C1,3.0,,,
4352,Meka #4352,Pink,OG Meka,OG Radiant Elite,OG Rose E1,OG Trooper M2,OG Sabotage S7,OG Squadron 3,OG Heavy C1,2.0,,,
4353,Meka #4353,Aqua Lite,OG Meka,OG Delta Trooper,OG Rose E1,OG Monkey R-9,OG Trooper S2,OG Trooper A1,OG Trooper C2,4.0,,,
4354,Meka #4354,Blue Grey,Mirage,MI Racer H2,MI Aqua Eye,MI Racer M1,MI Racer W1,MI Racer A2,MI Racer C1,4.0,MI Ray guns,,
4355,Meka #4355,,Gādian,GAI Youma H1,Pink Circle,GAI Jingasa M1,GAI Jingasa J1,GAI Jingasa A2,GAI Jingasa C1,0.0,,Sky,
4356,Meka #4356,Red,F9,F9 Spikes,F9 White E0,F9 Monkey,F9 Assault,F9 Bastion,F9 Bastion C1,3.0,,,
4357,Meka #4357,Red,OG Meka,OG Quartz Heavy,OG Blue E4,OG Trooper M2,OG Trooper S2,OG Solid Tank,OG Trooper C2,3.0,,,
4358,Meka #4358,Aqua Lite,Mirage,MI Radar,MI Pink Visor,MI Racer M1,MI Sonic J2,MI Radar A1,MI Radar C1,3.0,MI Rockets,,
4359,Meka #4359,White,F9,F9 Ronin H1,F9 Red E3,F9 Assault,F9 Brackyura,F9 Jingasa A2,F9 Bastion C1,2.0,,,
4360,Meka #4360,Blood Red,OG Meka,OG Darya Heavy,OG Green E21,OG Monkey R-7,OG Trooper S2,OG Trooper A1,OG Trooper C1,4.0,,,
4361,Meka #4361,Aqua Lite,Gādian,GAI Jingasa H1,Red Square,GAI Bastion M2,GAI Jingasa J1,GAI Jingasa A1,GAI Jingasa C1,3.0,,,
4362,Meka #4362,Blurple,Mirage,MI Racer,MI Pink Visor,MI Racer M2,MI Radar W1,MI Racer A1,MI Racer C1,3.0,,,
4363,Meka #4363,Red,OG Meka,OG Darya Trooper,OG Rose E1,OG Trooper M1,OG Sabotage S7,OG Trooper A1,OG Trooper C2,4.0,OG Plasma Ray,,
